candidate_id,uav_type,cargo_ids,route,prep_s,duration_s,energy_kwh,return_soc,charge_s,latest_start_s,delivery_offsets
K04b43167b8b50721,C,"[""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-06"", ""S013-MED-01"", ""S013-WAT-01""]","[""S013"", ""S001""]",540.0,2256.6157837540723,5.703292275623303,0.2870884655470871,2377.9749913146447,1655.2837549105072,"{""S013-MED-01"": 1247.6164665061224, ""S013-WAT-01"": 1247.6164665061224, ""S001-MED-01"": 1944.7162450894928, ""S001-MED-02"": 1944.7162450894928, ""S001-WAT-01"": 1944.7162450894928, ""S001-WAT-02"": 1944.7162450894928, ""S001-WAT-03"": 1944.7162450894928, ""S001-WAT-06"": 1944.7162450894928}"
K05bd334d1743edf6,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-07""]","[""S001""]",480.0,1494.1690773291593,2.309532357648675,0.7113084552939156,1458.8316801965161,2417.7304613354204,"{""S001-FOD-01"": 1182.2695386645796, ""S001-FOD-02"": 1182.2695386645796, ""S001-MED-01"": 1182.2695386645796, ""S001-MED-02"": 1182.2695386645796, ""S001-WAT-01"": 1182.2695386645796, ""S001-WAT-07"": 1182.2695386645796}"
K05d267bc4bf64ed9,C,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-03""]","[""S003""]",480.0,2436.0913496046687,5.645047242492665,0.2943690946884169,2362.2002948417635,5554.494325197666,"{""S003-FOD-01"": 1645.5056748023344, ""S003-FOD-02"": 1645.5056748023344, ""S003-HYG-01"": 1645.5056748023344, ""S003-MED-01"": 1645.5056748023344, ""S003-WAT-01"": 1645.5056748023344, ""S003-WAT-03"": 1645.5056748023344}"
K05d98545035b5fc0,A,"[""S007-WAT-01""]","[""S007""]",330.0,1667.4240845409602,1.8725482434819618,0.5838781681151196,1040.9583814503444,2518.64795772952,"{""S007-WAT-01"": 1081.35204227048}"
K06a64136c405b28a,C,"[""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01"", ""S013-FOD-01"", ""S013-MED-01"", ""S013-WAT-01""]","[""S012"", ""S013""]",480.0,2503.1585304752866,5.7586085921061025,0.2801739259867372,2392.9564936954025,1574.8579360308358,"{""S012-FOD-01"": 1441.690341184267, ""S012-MED-01"": 1441.690341184267, ""S012-WAT-01"": 1441.690341184267, ""S013-FOD-01"": 2025.1420639691642, ""S013-MED-01"": 2025.1420639691642, ""S013-WAT-01"": 2025.1420639691642}"
K0947c5dcebc9a04a,A,"[""S004-FOD-01""]","[""S004""]",330.0,2118.800185367184,2.9543410441199582,0.34347976797334256,1353.4763016346546,,"{""S004-FOD-01"": 1311.0467593502588}"
K096ee2e83ddadd4c,C,"[""S003-FOD-02""]","[""S003""]",330.0,2106.0913496046687,4.695424207416355,0.4130719740729556,2105.0107228419297,,"{""S003-FOD-02"": 1315.5056748023344}"
K0992c11c34b1a641,B,"[""S001-WAT-05""]","[""S001""]",330.0,1089.100207293352,1.0069748039987942,0.7482562990003014,1103.022415066144,,"{""S001-WAT-05"": 797.6734369800093}"
K09a03706f0a6eb81,A,"[""S006-MED-01""]","[""S006""]",330.0,1253.4781941236301,1.2312990987205092,0.7263779780621091,855.708628519258,2724.4975696048514,"{""S006-MED-01"": 875.5024303951484}"
K0a02861a7da416d3,C,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S015-MED-01"", ""S015-WAT-01""]","[""S007"", ""S015""]",510.0,2545.271777002758,5.043741089526689,0.3695323638091639,2199.346545080145,2192.256771334983,"{""S007-FOD-01"": 1407.7432286650169, ""S007-HYG-01"": 1407.7432286650169, ""S007-MED-01"": 1407.7432286650169, ""S007-WAT-01"": 1407.7432286650169, ""S007-WAT-02"": 1407.7432286650169, ""S015-MED-01"": 1883.6769157274211, ""S015-WAT-01"": 1883.6769157274211}"
K0c74574a418b9724,C,"[""S013-WAT-01""]","[""S013""]",330.0,1479.6329330122453,3.1441470239487814,0.6069816220064024,1684.8731523194615,2598.3835334938776,"{""S013-WAT-01"": 1001.6164665061226}"
K0cc4065fac53a1d2,C,"[""S003-FOD-01"", ""S003-FOD-02"", ""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01""]","[""S003""]",450.0,2370.0913496046687,5.209161832281397,0.3488547709648254,2244.147996242878,5620.494325197666,"{""S003-FOD-01"": 1579.5056748023344, ""S003-FOD-02"": 1579.5056748023344, ""S003-HYG-01"": 1579.5056748023344, ""S003-MED-01"": 1579.5056748023344, ""S003-WAT-01"": 1579.5056748023344}"
K0d0a8f2f78149811,C,"[""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S005-HYG-01"", ""S005-MED-01"", ""S005-WAT-01"", ""S005-WAT-02"", ""S005-WAT-03""]","[""S001"", ""S005""]",540.0,2306.8566861927434,4.747782753097132,0.4065271558628585,2119.19116229714,2465.7304613354204,"{""S001-MED-01"": 1134.2695386645796, ""S001-MED-02"": 1134.2695386645796, ""S001-WAT-01"": 1134.2695386645796, ""S005-HYG-01"": 1802.896423929853, ""S005-MED-01"": 1802.896423929853, ""S005-WAT-01"": 1802.896423929853, ""S005-WAT-02"": 1802.896423929853, ""S005-WAT-03"": 1802.896423929853}"
K0e041dd6c71a8aee,A,"[""S004-MED-01""]","[""S004""]",330.0,2118.800185367184,2.908700406386348,0.3536221319141448,1340.2912285116115,5888.953240649741,"{""S004-MED-01"": 1311.0467593502588}"
K0e24ce8f95c02f3c,B,"[""S004-WAT-02""]","[""S004""]",330.0,1861.643637063279,2.5012980451123363,0.3746754887219159,1750.5624862153456,,"{""S004-WAT-02"": 1182.468485198306}"
K0e368e295b923ecc,A,"[""S007-HYG-01""]","[""S007""]",330.0,1667.4240845409602,1.8059020424955885,0.5986884350009803,1021.7050344987255,,"{""S007-HYG-01"": 1081.35204227048}"
K0ecb5c3c9395091f,C,"[""S014-WAT-01""]","[""S014""]",330.0,1903.288878946648,3.6147314585424057,0.5481585676821993,1812.323103355235,2386.520560526676,"{""S014-WAT-01"": 1213.479439473324}"
K0f48827e501a0344,C,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-03""]","[""S004""]",420.0,2169.0566924832005,5.250117475526193,0.3437353155592259,2255.2401496216776,5748.5016537584,"{""S004-FOD-01"": 1451.4983462416003, ""S004-HYG-01"": 1451.4983462416003, ""S004-MED-01"": 1451.4983462416003, ""S004-WAT-03"": 1451.4983462416003}"
K0f74b9c965a6c724,C,"[""S007-FOD-01"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01"", ""S007-WAT-02"", ""S015-MED-01"", ""S015-WAT-01""]","[""S015"", ""S007""]",510.0,2545.2717770027584,5.478920276195176,0.31513496547560305,2317.20757480286,1614.5514516622586,"{""S015-MED-01"": 1388.914861275337, ""S015-WAT-01"": 1388.914861275337, ""S007-FOD-01"": 1985.4485483377414, ""S007-HYG-01"": 1985.4485483377414, ""S007-MED-01"": 1985.4485483377414, ""S007-WAT-01"": 1985.4485483377414, ""S007-WAT-02"": 1985.4485483377414}"
K105109363f89594b,C,"[""S001-FOD-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S013-MED-01"", ""S013-WAT-01""]","[""S013"", ""S001""]",570.0,2322.6157837540727,5.703292275623303,0.2870884655470871,2377.9749913146447,1589.283754910507,"{""S013-MED-01"": 1277.6164665061226, ""S013-WAT-01"": 1277.6164665061226, ""S001-FOD-01"": 2010.716245089493, ""S001-HYG-02"": 2010.716245089493, ""S001-MED-01"": 2010.716245089493, ""S001-MED-02"": 2010.716245089493, ""S001-WAT-01"": 2010.716245089493, ""S001-WAT-02"": 2010.716245089493, ""S001-WAT-03"": 2010.716245089493}"
K1086235c0e661b70,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-06"", ""S011-MED-01""]","[""S001"", ""S011""]",600.0,2156.648682680487,3.488180282396595,0.5639774647004256,1778.0488264824112,2189.7304613354204,"{""S001-FOD-01"": 1410.2695386645796, ""S001-FOD-02"": 1410.2695386645796, ""S001-FOD-03"": 1410.2695386645796, ""S001-HYG-01"": 1410.2695386645796, ""S001-HYG-02"": 1410.2695386645796, ""S001-MED-01"": 1410.2695386645796, ""S001-MED-02"": 1410.2695386645796, ""S001-WAT-01"": 1410.2695386645796, ""S001-WAT-06"": 1410.2695386645796, ""S011-MED-01"": 1852.3081540010596}"
K108643997a732340,B,"[""S003-FOD-02""]","[""S003""]",330.0,1960.5233035434708,2.315141136394266,0.42121471590143345,1669.8944924375153,,"{""S003-FOD-02"": 1228.2349851050687}"
K1110984b9b1a63f6,C,"[""S012-FOD-01"", ""S012-MED-01"", ""S012-WAT-01"", ""S013-MED-01""]","[""S013"", ""S012""]",420.0,2371.1585304752866,5.089431915321665,0.3638210105847919,2211.721143732951,1917.7418107089807,"{""S013-MED-01"": 1091.6164665061224, ""S012-FOD-01"": 1682.2581892910193, ""S012-MED-01"": 1682.2581892910193, ""S012-WAT-01"": 1682.2581892910193}"
K111e45c67224f838,C,"[""S013-MED-01""]","[""S013""]",330.0,1479.6329330122453,3.0774713508688594,0.6153160811413926,1666.8151575269828,2598.3835334938776,"{""S013-MED-01"": 1001.6164665061226}"
K12ee88b08276b448,C,"[""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-04"", ""S007-MED-01"", ""S007-WAT-01""]","[""S003"", ""S007""]",480.0,2627.5924183923166,6.099686876618757,0.23753914042265534,2485.33186241758,1532.2308102727002,"{""S003-MED-01"": 1573.5056748023344, ""S003-WAT-01"": 1573.5056748023344, ""S003-WAT-02"": 1573.5056748023344, ""S003-WAT-04"": 1573.5056748023344, ""S007-MED-01"": 2067.7691897273, ""S007-WAT-01"": 2067.7691897273}"
K13be319b34d80848,C,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03""]","[""S002""]",510.0,2173.812384815261,6.280824662604949,0.21489691717438142,2534.39001278884,2046.6838075923695,"{""S002-FOD-01"": 1553.3161924076305, ""S002-FOD-02"": 1553.3161924076305, ""S002-HYG-01"": 1553.3161924076305, ""S002-MED-01"": 1553.3161924076305, ""S002-WAT-01"": 1553.3161924076305, ""S002-WAT-02"": 1553.3161924076305, ""S002-WAT-03"": 1553.3161924076305}"
K13e37cc9e1c14889,C,"[""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-04"", ""S007-MED-01"", ""S007-WAT-01""]","[""S007"", ""S003""]",450.0,2561.5924183923166,5.316942677509939,0.33538216531125764,2273.338641825608,2360.256771334983,"{""S007-MED-01"": 1239.7432286650169, ""S007-WAT-01"": 1239.7432286650169, ""S003-MED-01"": 1771.0067435899823, ""S003-WAT-01"": 1771.0067435899823, ""S003-WAT-04"": 1771.0067435899823}"
K1440163954e12dce,C,"[""S003-FOD-02"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S007-MED-01"", ""S007-WAT-01""]","[""S003"", ""S007""]",480.0,2627.5924183923166,5.821435228730717,0.27232059640866035,2409.972041114569,1532.2308102727002,"{""S003-FOD-02"": 1573.5056748023344, ""S003-MED-01"": 1573.5056748023344, ""S003-WAT-01"": 1573.5056748023344, ""S003-WAT-02"": 1573.5056748023344, ""S007-MED-01"": 2067.7691897273, ""S007-WAT-01"": 2067.7691897273}"
K15016b8923a91f02,B,"[""S005-HYG-01""]","[""S005""]",330.0,1456.1702283018226,1.6245391831974092,0.5938652042006477,1370.6336460522107,,"{""S005-HYG-01"": 980.8417808175781}"
K17d4dad8b65586d3,C,"[""S004-FOD-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02""]","[""S004""]",420.0,2169.0566924832005,5.436663453533912,0.320417068308261,2305.7630186654346,5748.5016537584,"{""S004-FOD-01"": 1451.4983462416003, ""S004-MED-01"": 1451.4983462416003, ""S004-WAT-01"": 1451.4983462416003, ""S004-WAT-02"": 1451.4983462416003}"
K17dc79354ef53454,C,"[""S001-WAT-08""]","[""S001""]",330.0,1164.1690773291593,1.9876500839774989,0.7515437395028126,1371.6552310772393,,"{""S001-WAT-08"": 852.2695386645796}"
K18185d1305ceb6ce,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-06""]","[""S001""]",510.0,1560.1690773291593,2.309532357648675,0.7113084552939156,1458.8316801965161,2351.7304613354204,"{""S001-FOD-01"": 1248.2695386645796, ""S001-FOD-02"": 1248.2695386645796, ""S001-FOD-03"": 1248.2695386645796, ""S001-HYG-01"": 1248.2695386645796, ""S001-MED-01"": 1248.2695386645796, ""S001-MED-02"": 1248.2695386645796, ""S001-WAT-06"": 1248.2695386645796}"
K18558517b0d77dca,C,"[""S001-WAT-06""]","[""S001""]",330.0,1164.1690773291593,1.9876500839774989,0.7515437395028126,1371.6552310772393,,"{""S001-WAT-06"": 852.2695386645796}"
K1930c8b390404135,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-06"", ""S011-MED-01""]","[""S011"", ""S001""]",600.0,2156.648682680487,4.011353538088952,0.498580807738881,1919.7415832324245,1755.2508559840926,"{""S011-MED-01"": 1111.9005286794275, ""S001-FOD-01"": 1844.7491440159074, ""S001-FOD-02"": 1844.7491440159074, ""S001-FOD-03"": 1844.7491440159074, ""S001-HYG-01"": 1844.7491440159074, ""S001-HYG-02"": 1844.7491440159074, ""S001-MED-01"": 1844.7491440159074, ""S001-MED-02"": 1844.7491440159074, ""S001-WAT-01"": 1844.7491440159074, ""S001-WAT-06"": 1844.7491440159074}"
K19b525b13ba75d9f,C,"[""S002-WAT-01""]","[""S002""]",330.0,1777.8123848152607,4.735608319420081,0.4080489600724899,2115.8939198429384,2442.6838075923697,"{""S002-WAT-01"": 1157.3161924076303}"
K1a53a072b61b81a7,C,"[""S004-FOD-01"", ""S004-HYG-01"", ""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S005-MED-01""]","[""S005"", ""S004""]",510.0,2647.7406336996287,6.387402318013065,0.20157471024836693,2563.254794461872,5269.817712541972,"{""S005-MED-01"": 1223.2302622628904, ""S004-FOD-01"": 1930.1822874580284, ""S004-HYG-01"": 1930.1822874580284, ""S004-MED-01"": 1930.1822874580284, ""S004-WAT-01"": 1930.1822874580284, ""S004-WAT-02"": 1930.1822874580284, ""S004-WAT-03"": 1930.1822874580284}"
K1ab15530d9d155a7,B,"[""S015-MED-01""]","[""S015""]",330.0,1708.276637426976,1.8669912770264034,0.5332521807433992,1475.6962200447747,6102.4216812865125,"{""S015-MED-01"": 1097.578318713488}"
K1ae1659e927a6119,C,"[""S010-FOD-01"", ""S010-MED-01"", ""S010-WAT-01"", ""S014-FOD-01"", ""S014-MED-01"", ""S014-WAT-01""]","[""S014"", ""S010""]",480.0,2514.5152698513334,4.639587449888562,0.4200515687639298,2089.8882676781523,1592.0339356716536,"{""S014-FOD-01"": 1435.479439473324, ""S014-MED-01"": 1435.479439473324, ""S014-WAT-01"": 1435.479439473324, ""S010-FOD-01"": 2007.9660643283464, ""S010-MED-01"": 2007.9660643283464, ""S010-WAT-01"": 2007.9660643283464}"
K1aeec21ec30ae956,C,"[""S003-HYG-01"", ""S003-MED-01"", ""S003-WAT-01"", ""S003-WAT-02"", ""S003-WAT-03"", ""S007-HYG-01"", ""S007-MED-01"", ""S007-WAT-01""]","[""S007"", ""S003""]",540.0,2759.5924183923166,6.368743384065366,0.2039070769918292,2558.2013331843705,2234.256771334983,"{""S007-HYG-01"": 1365.7432286650169, ""S007-MED-01"": 1365.7432286650169, ""S007-WAT-01"": 1365.7432286650169, ""S003-HYG-01"": 1969.0067435899823, ""S003-MED-01"": 1969.0067435899823, ""S003-WAT-01"": 1969.0067435899823, ""S003-WAT-02"": 1969.0067435899823, ""S003-WAT-03"": 1969.0067435899823}"
K1b22837ac826a8a9,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-04""]","[""S001""]",480.0,1494.1690773291593,2.309532357648675,0.7113084552939156,1458.8316801965161,2417.7304613354204,"{""S001-FOD-01"": 1182.2695386645796, ""S001-FOD-02"": 1182.2695386645796, ""S001-MED-01"": 1182.2695386645796, ""S001-MED-02"": 1182.2695386645796, ""S001-WAT-01"": 1182.2695386645796, ""S001-WAT-04"": 1182.2695386645796}"
K1b4096146a6ed7f5,C,"[""S006-HYG-01""]","[""S006""]",330.0,1231.5538679616645,2.053760664533059,0.7432799169333677,1389.5601799777032,,"{""S006-HYG-01"": 879.4219339808323}"
K1b7863e1e7104d1d,C,"[""S006-FOD-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02"", ""S006-WAT-03"", ""S007-MED-01"", ""S007-WAT-01""]","[""S007"", ""S006""]",510.0,2413.563141343093,4.891792591834276,0.38852592602071545,2158.193826955117,1538.5687926377395,"{""S007-MED-01"": 1299.7432286650169, ""S007-WAT-01"": 1299.7432286650169, ""S006-FOD-01"": 2061.4312073622605, ""S006-MED-01"": 2061.4312073622605, ""S006-WAT-01"": 2061.4312073622605, ""S006-WAT-02"": 2061.4312073622605, ""S006-WAT-03"": 2061.4312073622605}"
K1bb873d4fbea4fc4,B,"[""S011-FOD-01""]","[""S011""]",330.0,1068.420472235157,0.8942719502789083,0.7764320124302729,1054.1845117875268,,"{""S011-FOD-01"": 786.3969027842452}"
K1bb888d1eaa86650,C,"[""S007-WAT-02""]","[""S007""]",330.0,1643.566457330034,3.012961756904667,0.6233797803869165,1649.3438091616808,,"{""S007-WAT-02"": 1083.7432286650169}"
K1cd5a13cc2cbc242,A,"[""S001-FOD-03""]","[""S001""]",330.0,1190.8995020773023,1.1865861251152634,0.7363141944188303,842.7915472555206,,"{""S001-FOD-03"": 848.5730843719844}"
K1df606eb1559dd75,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-08""]","[""S001""]",570.0,1692.1690773291593,2.720392502747031,0.6599509371566211,1570.106302827321,2219.7304613354204,"{""S001-FOD-01"": 1380.2695386645796, ""S001-FOD-02"": 1380.2695386645796, ""S001-FOD-03"": 1380.2695386645796, ""S001-HYG-01"": 1380.2695386645796, ""S001-HYG-02"": 1380.2695386645796, ""S001-MED-01"": 1380.2695386645796, ""S001-MED-02"": 1380.2695386645796, ""S001-WAT-01"": 1380.2695386645796, ""S001-WAT-08"": 1380.2695386645796}"
K1e63358c8d36d7e8,C,"[""S006-FOD-01"", ""S006-HYG-01"", ""S006-MED-01"", ""S006-WAT-01"", ""S006-WAT-02""]","[""S006""]",450.0,1495.5538679616648,2.3661504787135423,0.7042311901608072,1474.1657546515844,2456.5780660191676,"{""S006-FOD-01"": 1143.4219339808324, ""S006-HYG-01"": 1143.4219339808324, ""S006-MED-01"": 1143.4219339808324, ""S006-WAT-01"": 1143.4219339808324, ""S006-WAT-02"": 1143.4219339808324}"
K1ef1acdc95abccad,C,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-07"", ""S011-MED-01""]","[""S011"", ""S001""]",600.0,2156.648682680487,4.011353538088952,0.498580807738881,1919.7415832324245,1755.2508559840926,"{""S011-MED-01"": 1111.9005286794275, ""S001-FOD-01"": 1844.7491440159074, ""S001-FOD-02"": 1844.7491440159074, ""S001-FOD-03"": 1844.7491440159074, ""S001-HYG-01"": 1844.7491440159074, ""S001-HYG-02"": 1844.7491440159074, ""S001-MED-01"": 1844.7491440159074, ""S001-MED-02"": 1844.7491440159074, ""S001-WAT-01"": 1844.7491440159074, ""S001-WAT-07"": 1844.7491440159074}"
K1f601f912625d8e6,B,"[""S004-HYG-01""]","[""S004""]",330.0,1861.643637063279,2.3626335021347953,0.4093416244663012,1690.4745175917446,,"{""S004-HYG-01"": 1182.468485198306}"
K1f794d37a3832968,C,"[""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S009-FOD-01"", ""S009-MED-01"", ""S009-WAT-01""]","[""S009"", ""S002""]",510.0,2429.343010518778,6.259808404701298,0.21752394941233777,2528.6981096066015,1791.1531818888523,"{""S009-FOD-01"": 1276.1690186032997, ""S009-MED-01"": 1276.1690186032997, ""S009-WAT-01"": 1276.1690186032997, ""S002-MED-01"": 1808.8468181111477, ""S002-WAT-01"": 1808.8468181111477, ""S002-WAT-02"": 1808.8468181111477, ""S002-WAT-03"": 1808.8468181111477}"
