check,passed,detail
K806392540527a13e/资源兼容,True,U03/A05
K806392540527a13e/开始时刻,True,5880.999903927711
K806392540527a13e/返航SOC,True,0.5841692370782866
K6f723a6043e173d6/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K6f723a6043e173d6/能耗复算,True,1.0051693912607804
K6f723a6043e173d6/时间复算,True,1147.271254843175
K6f723a6043e173d6/资源兼容,True,U06/B01
K6f723a6043e173d6/开始时刻,True,6803.115508870498
K6f723a6043e173d6/返航SOC,True,0.7487076521848048
K7f7859856d4d5769/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K7f7859856d4d5769/能耗复算,True,2.933570877838128
K7f7859856d4d5769/时间复算,True,2118.800185367184
K7f7859856d4d5769/资源兼容,True,U02/A01
K7f7859856d4d5769/开始时刻,True,6734.134673239673
K7f7859856d4d5769/返航SOC,True,0.348095360480416
Kb52e1f117b64f0c1/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
Kb52e1f117b64f0c1/能耗复算,True,3.606797264837633
Kb52e1f117b64f0c1/时间复算,True,1512.5680372066
Kb52e1f117b64f0c1/资源兼容,True,U07/C04
Kb52e1f117b64f0c1/开始时刻,True,6943.138751430439
Kb52e1f117b64f0c1/返航SOC,True,0.5491503418952959
K7fbe7e9ce8e57a6e/物理可行,True,重新检查质量、体积、逐段载荷、能耗及最早交付
K7fbe7e9ce8e57a6e/能耗复算,True,1.10144721478425
K7fbe7e9ce8e57a6e/时间复算,True,1162.0229466578785
K7fbe7e9ce8e57a6e/资源兼容,True,U01/A03
K7fbe7e9ce8e57a6e/开始时刻,True,6880.524932076295
K7fbe7e9ce8e57a6e/返航SOC,True,0.7552339522701667
80箱恰好交付一次,True,"{'S001-FOD-01': 1, 'S001-FOD-02': 1, 'S001-FOD-03': 1, 'S001-HYG-01': 1, 'S001-HYG-02': 1, 'S001-MED-01': 1, 'S001-MED-02': 1, 'S001-WAT-01': 1, 'S001-WAT-08': 1, 'S002-FOD-01': 1, 'S002-FOD-02': 1, 'S002-HYG-01': 1, 'S002-MED-01': 1, 'S002-WAT-01': 1, 'S002-WAT-02': 1, 'S002-WAT-03': 1, 'S006-MED-01': 1, 'S007-FOD-01': 1, 'S007-HYG-01': 1, 'S007-MED-01': 1, 'S007-WAT-01': 1, 'S007-WAT-02': 1, 'S015-FOD-01': 1, 'S015-MED-01': 1, 'S015-WAT-01': 1, 'S010-MED-01': 1, 'S013-MED-01': 1, 'S006-WAT-01': 1, 'S010-WAT-01': 1, 'S012-FOD-01': 1, 'S012-MED-01': 1, 'S012-WAT-01': 1, 'S013-WAT-01': 1, 'S014-FOD-01': 1, 'S014-MED-01': 1, 'S014-WAT-01': 1, 'S003-FOD-01': 1, 'S003-FOD-02': 1, 'S003-HYG-01': 1, 'S003-MED-01': 1, 'S003-WAT-01': 1, 'S003-WAT-02': 1, 'S003-WAT-04': 1, 'S004-FOD-01': 1, 'S004-MED-01': 1, 'S005-FOD-01': 1, 'S005-HYG-01': 1, 'S005-MED-01': 1, 'S005-WAT-01': 1, 'S005-WAT-02': 1, 'S005-WAT-03': 1, 'S008-FOD-01': 1, 'S008-HYG-01': 1, 'S008-MED-01': 1, 'S008-WAT-01': 1, 'S008-WAT-02': 1, 'S004-WAT-01': 1, 'S009-MED-01': 1, 'S011-MED-01': 1, 'S009-WAT-01': 1, 'S011-WAT-01': 1, 'S001-WAT-02': 1, 'S001-WAT-03': 1, 'S001-WAT-04': 1, 'S001-WAT-05': 1, 'S001-WAT-06': 1, 'S001-WAT-07': 1, 'S002-WAT-04': 1, 'S006-WAT-02': 1, 'S006-WAT-03': 1, 'S003-WAT-03': 1, 'S004-WAT-02': 1, 'S004-WAT-03': 1, 'S006-FOD-01': 1, 'S010-FOD-01': 1, 'S013-FOD-01': 1, 'S006-HYG-01': 1, 'S004-HYG-01': 1, 'S009-FOD-01': 1, 'S011-FOD-01': 1}"
无人机/U07/K1df606eb1559dd75->K08687fa7698f9ca9,True,下一次开始1692.1690773291593，前次释放1692.1690773291593
无人机/U07/K08687fa7698f9ca9->Kbe0b914994b33c65,True,下一次开始4743.437538344977，前次释放4743.437538344977
无人机/U07/Kbe0b914994b33c65->Kb52e1f117b64f0c1,True,下一次开始6943.138751430439，前次释放6943.138751430439
无人机/U08/K13be319b34d80848->K7d1c2b76b4e740be,True,下一次开始2173.812384815261，前次释放2173.812384815261
无人机/U08/K7d1c2b76b4e740be->Kb416b63a32900839,True,下一次开始4675.90373441993，前次释放4675.90373441993
无人机/U05/K387129bb5e6c964b->K3cdbabc671554db6,True,下一次开始1435.3795658311299，前次释放1435.3795658311299
无人机/U05/K3cdbabc671554db6->K2427fa81633eda7c,True,下一次开始3305.1359822126738，前次释放3305.1359822126738
无人机/U05/K2427fa81633eda7c->K2e9223eb2b2ca181,True,下一次开始4569.3043244592145，前次释放4394.236189506026
无人机/U05/K2e9223eb2b2ca181->K2c6bc08539c8fb48,True,下一次开始5716.575579302389，前次释放5716.575579302389
无人机/U06/Kb665122dc4c06a21->K818373b2b01da0de,True,下一次开始1390.4723251020891，前次释放1390.4723251020891
无人机/U06/K818373b2b01da0de->K0992c11c34b1a641,True,下一次开始3313.2126758462746，前次释放3313.2126758462746
无人机/U06/K0992c11c34b1a641->Kba546f3b2925e2cc,True,下一次开始4842.592205327028，前次释放4402.312883139626
无人机/U06/Kba546f3b2925e2cc->K6f723a6043e173d6,True,下一次开始6803.115508870498，前次释放6803.115508870498
无人机/U01/Kf1fd5e0d441afb80->K639277b45f754bb7,True,下一次开始1253.4781941236301，前次释放1253.4781941236301
无人机/U01/K639277b45f754bb7->K35c7b3e302c7ade7,True,下一次开始3165.680668264692，前次释放2882.0914259549595
无人机/U01/K35c7b3e302c7ade7->Ka5bd4032e505313b,True,下一次开始4356.580170341995，前次释放4356.580170341995
无人机/U01/Ka5bd4032e505313b->K5b1ba47004961453,True,下一次开始5610.058364465625，前次释放5610.058364465625
无人机/U01/K5b1ba47004961453->K7fbe7e9ce8e57a6e,True,下一次开始6880.524932076295，前次释放6863.536558589256
无人机/U02/Kf71e6d8f238b7afc->K6d28f87bf4a9adf4,True,下一次开始1795.8217539638572，前次释放1594.8627275525841
无人机/U02/K6d28f87bf4a9adf4->Kbd7c6dc81386deee,True,下一次开始3424.4349857951865，前次释放3424.4349857951865
无人机/U02/Kbd7c6dc81386deee->Kb9a5d3127686f58b,True,下一次开始4615.334487872489，前次释放4615.334487872489
无人机/U02/Kb9a5d3127686f58b->K7f7859856d4d5769,True,下一次开始6734.134673239673，前次释放6734.134673239673
无人机/U03/Kdfb7d6534c664afa->Kddd0efc2418e7a92,True,下一次开始1552.1137376764395，前次释放1552.1137376764395
无人机/U03/Kddd0efc2418e7a92->Kf60ae6dae18a6492,True,下一次开始2714.136684334318，前次释放2714.136684334318
无人机/U03/Kf60ae6dae18a6492->Kaf7dd1e100a71be6,True,下一次开始3937.2619219931075，前次释放3905.0361864116203
无人机/U03/Kaf7dd1e100a71be6->K806392540527a13e,True,下一次开始5880.999903927711，前次释放5880.999903927711
无人机/U04/K7bae4759637950ad->Kd38bf7ab5ed430fa,True,下一次开始2278.0703326671837，前次释放2118.800185367184
无人机/U04/Kd38bf7ab5ed430fa->K52efb09e27c88528,True,下一次开始3665.9646704365687，前次释放3440.093279325062
无人机/U04/K52efb09e27c88528->Kf66a81ce45238bdb,True,下一次开始4878.88760552178，前次释放4856.864172513871
电池飞行及充电/C01/K1df606eb1559dd75->Kb416b63a32900839,True,下一次开始5215.90373441993，前次释放3262.2753801564804
电池飞行及充电/C02/K13be319b34d80848->Kbe0b914994b33c65,True,下一次开始5193.437538344977，前次释放4708.202397604101
电池飞行及充电/B01/K387129bb5e6c964b->K0992c11c34b1a641,True,下一次开始3643.2126758462746，前次释放2741.782065004209
电池飞行及充电/B01/K0992c11c34b1a641->K6f723a6043e173d6,True,下一次开始7133.115508870498，前次释放5505.33529820577
电池飞行及充电/B02/Kb665122dc4c06a21->K2427fa81633eda7c,True,下一次开始3635.1359822126738，前次释放2696.983865703311
电池飞行及充电/B02/K2427fa81633eda7c->K2c6bc08539c8fb48,True,下一次开始6046.575579302389，前次释放5497.25860457217
电池飞行及充电/A01/Kf1fd5e0d441afb80->K6d28f87bf4a9adf4,True,下一次开始2125.821753963857，前次释放2125.821753963857
电池飞行及充电/A01/K6d28f87bf4a9adf4->Ka5bd4032e505313b,True,下一次开始4686.580170341995，前次释放4564.951182133501
电池飞行及充电/A01/Ka5bd4032e505313b->K7f7859856d4d5769,True,下一次开始7064.134673239673，前次释放6482.401924305852
电池飞行及充电/A02/Kf71e6d8f238b7afc->Kf60ae6dae18a6492,True,下一次开始3044.136684334318，前次释放2649.923405388561
电池飞行及充电/A02/Kf60ae6dae18a6492->Kb9a5d3127686f58b,True,下一次开始4945.334487872489，前次释放4757.343621591405
电池飞行及充电/B03/K818373b2b01da0de->Kba546f3b2925e2cc,True,下一次开始5172.592205327028，前次释放5172.592205327028
电池飞行及充电/A03/Kdfb7d6534c664afa->Kd38bf7ab5ed430fa,True,下一次开始2608.0703326671837，前次释放2608.0703326671837
电池飞行及充电/A03/Kd38bf7ab5ed430fa->Kaf7dd1e100a71be6,True,下一次开始4267.2619219931075，前次释放4267.2619219931075
电池飞行及充电/A03/Kaf7dd1e100a71be6->K7fbe7e9ce8e57a6e,True,下一次开始7210.524932076295，前次释放7210.524932076295
电池飞行及充电/B04/K3cdbabc671554db6->K2e9223eb2b2ca181,True,下一次开始4899.3043244592145，前次释放4899.3043244592145
电池飞行及充电/C04/K7d1c2b76b4e740be->Kb52e1f117b64f0c1,True,下一次开始7273.138751430439，前次释放7222.0027045665665
电池飞行及充电/A04/K7bae4759637950ad->K35c7b3e302c7ade7,True,下一次开始3495.680668264692，前次释放3495.680668264692
电池飞行及充电/A04/K35c7b3e302c7ade7->Kf66a81ce45238bdb,True,下一次开始5208.88760552178，前次释放5208.88760552178
电池飞行及充电/A05/K639277b45f754bb7->K52efb09e27c88528,True,下一次开始3995.9646704365687，前次释放3995.9646704365687
电池飞行及充电/A05/K52efb09e27c88528->K806392540527a13e,True,下一次开始6210.999903927711，前次释放5709.171607693656
电池飞行及充电/A06/Kddd0efc2418e7a92->Kbd7c6dc81386deee,True,下一次开始3754.4349857951865，前次释放3527.1550692492056
电池飞行及充电/A06/Kbd7c6dc81386deee->K5b1ba47004961453,True,下一次开始5940.058364465625，前次释放5467.641923052274
