trip_id,phase,start_s,end_s,start_lon_deg,start_lat_deg,start_altitude_m,end_lon_deg,end_lat_deg,end_altitude_m,payload_kg,interpolation
T009,下降,2114.0832450978887,2139.374810039295,109.2541424,23.0552989,293.2289123535156,109.2541424,23.0552989,230.0,3.0,linear_in_lon_lat_altitude
T009,交接,2139.374810039295,2319.374810039295,109.2541424,23.0552989,230.0,109.2541424,23.0552989,230.0,3.0,linear_in_lon_lat_altitude
T009,爬升,2319.374810039295,2340.4511141571334,109.2541424,23.0552989,230.0,109.2541424,23.0552989,293.2289123535156,0.0,linear_in_lon_lat_altitude
T009,巡航,2340.4511141571334,2815.879861013553,109.2541424,23.0552989,293.2289123535156,109.2308517,23.0085095,293.2289123535156,0.0,linear_in_lon_lat_altitude
T009,下降,2815.879861013553,2882.0914259549595,109.2308517,23.0085095,293.2289123535156,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T010,准备装载,1390.4723251020891,1780.4723251020891,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,25.0,linear_in_lon_lat_altitude
T010,爬升,1780.4723251020891,1875.6726567264382,109.2308517,23.0085095,127.7,109.2308517,23.0085095,413.3009948730469,25.0,linear_in_lon_lat_altitude
T010,巡航,1875.6726567264382,2368.3721025249633,109.2308517,23.0085095,413.3009948730469,109.2831357,23.054464,413.3009948730469,25.0,linear_in_lon_lat_altitude
T010,下降,2368.3721025249633,2421.772500474182,109.2831357,23.054464,413.3009948730469,109.2831357,23.054464,279.8,25.0,linear_in_lon_lat_altitude
T010,交接,2421.772500474182,2661.772500474182,109.2831357,23.054464,279.8,109.2831357,23.054464,279.8,25.0,linear_in_lon_lat_altitude
T010,爬升,2661.772500474182,2706.2728320985307,109.2831357,23.054464,279.8,109.2831357,23.054464,413.3009948730469,0.0,linear_in_lon_lat_altitude
T010,巡航,2706.2728320985307,3198.972277897056,109.2831357,23.054464,413.3009948730469,109.2308517,23.0085095,413.3009948730469,0.0,linear_in_lon_lat_altitude
T010,下降,3198.972277897056,3313.2126758462746,109.2308517,23.0085095,413.3009948730469,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T011,准备装载,1435.3795658311299,1825.3795658311299,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,25.0,linear_in_lon_lat_altitude
T011,爬升,1825.3795658311299,1980.1286950629008,109.2308517,23.0085095,127.7,109.2308517,23.0085095,591.9473876953125,25.0,linear_in_lon_lat_altitude
T011,巡航,1980.1286950629008,2341.4354856104437,109.2308517,23.0085095,591.9473876953125,109.2835966,23.0052097,591.9473876953125,25.0,linear_in_lon_lat_altitude
T011,下降,2341.4354856104437,2437.8144406885685,109.2835966,23.0052097,591.9473876953125,109.2835966,23.0052097,351.0,25.0,linear_in_lon_lat_altitude
T011,交接,2437.8144406885685,2677.8144406885685,109.2835966,23.0052097,351.0,109.2835966,23.0052097,351.0,25.0,linear_in_lon_lat_altitude
T011,爬升,2677.8144406885685,2758.130236587006,109.2835966,23.0052097,351.0,109.2835966,23.0052097,591.9473876953125,0.0,linear_in_lon_lat_altitude
T011,巡航,2758.130236587006,3119.4370271345488,109.2835966,23.0052097,591.9473876953125,109.2308517,23.0085095,591.9473876953125,0.0,linear_in_lon_lat_altitude
T011,下降,3119.4370271345488,3305.1359822126738,109.2308517,23.0085095,591.9473876953125,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T012,准备装载,1552.1137376764395,1882.1137376764395,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,3.0,linear_in_lon_lat_altitude
T012,爬升,1882.1137376764395,1938.0009894668042,109.2308517,23.0085095,127.7,109.2308517,23.0085095,295.36175537109375,3.0,linear_in_lon_lat_altitude
T012,巡航,1938.0009894668042,2172.007175523608,109.2308517,23.0085095,295.36175537109375,109.2203356,23.0319231,295.36175537109375,3.0,linear_in_lon_lat_altitude
T012,下降,2172.007175523608,2205.3118776720457,109.2203356,23.0319231,295.36175537109375,109.2203356,23.0319231,212.1,3.0,linear_in_lon_lat_altitude
T012,交接,2205.3118776720457,2385.3118776720457,109.2203356,23.0319231,212.1,109.2203356,23.0319231,212.1,3.0,linear_in_lon_lat_altitude
T012,爬升,2385.3118776720457,2413.0657961290767,109.2203356,23.0319231,212.1,109.2203356,23.0319231,295.36175537109375,0.0,linear_in_lon_lat_altitude
T012,巡航,2413.0657961290767,2647.0719821858806,109.2203356,23.0319231,295.36175537109375,109.2308517,23.0085095,295.36175537109375,0.0,linear_in_lon_lat_altitude
T012,下降,2647.0719821858806,2714.136684334318,109.2308517,23.0085095,295.36175537109375,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T013,准备装载,1692.1690773291593,2262.1690773291593,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,73.0,linear_in_lon_lat_altitude
T013,爬升,2262.1690773291593,2357.5282130713467,109.2308517,23.0085095,127.7,109.2308517,23.0085095,366.09783935546875,73.0,linear_in_lon_lat_altitude
T013,巡航,2357.5282130713467,2569.942091632257,109.2308517,23.0085095,366.09783935546875,109.1997836,23.007714,366.09783935546875,73.0,linear_in_lon_lat_altitude
T013,下降,2569.942091632257,2595.5910113099917,109.1997836,23.007714,366.09783935546875,109.1997836,23.007714,314.8,73.0,linear_in_lon_lat_altitude
T013,交接,2595.5910113099917,2811.5910113099917,109.1997836,23.007714,314.8,109.1997836,23.007714,314.8,73.0,linear_in_lon_lat_altitude
T013,爬升,2811.5910113099917,2921.8155425599916,109.1997836,23.007714,314.8,109.1997836,23.007714,590.361328125,70.0,linear_in_lon_lat_altitude
T013,巡航,2921.8155425599916,3088.9783259447354,109.1997836,23.007714,590.361328125,109.1928191,23.0294186,590.361328125,70.0,linear_in_lon_lat_altitude
T013,下降,3088.9783259447354,3209.9089900072354,109.1928191,23.0294186,590.361328125,109.1928191,23.0294186,348.5,70.0,linear_in_lon_lat_altitude
T013,交接,3209.9089900072354,3569.9089900072354,109.1928191,23.0294186,348.5,109.1928191,23.0294186,348.5,70.0,linear_in_lon_lat_altitude
T013,爬升,3569.9089900072354,3631.676275163485,109.1928191,23.0294186,348.5,109.1928191,23.0294186,502.918212890625,25.0,linear_in_lon_lat_altitude
T013,巡航,3631.676275163485,3779.633570624327,109.1928191,23.0294186,502.918212890625,109.1923786,23.0494548,502.918212890625,25.0,linear_in_lon_lat_altitude
T013,下降,3779.633570624327,3793.8426770696396,109.1923786,23.0494548,502.918212890625,109.1923786,23.0494548,474.5,25.0,linear_in_lon_lat_altitude
T013,交接,3793.8426770696396,4081.8426770696396,109.1923786,23.0494548,474.5,109.1923786,23.0494548,474.5,25.0,linear_in_lon_lat_altitude
T013,爬升,4081.8426770696396,4120.762379218077,109.1923786,23.0494548,474.5,109.1923786,23.0494548,571.7992553710938,0.0,linear_in_lon_lat_altitude
T013,巡航,4120.762379218077,4521.3879106594295,109.1923786,23.0494548,571.7992553710938,109.2308517,23.0085095,571.7992553710938,0.0,linear_in_lon_lat_altitude
T013,下降,4521.3879106594295,4743.437538344977,109.2308517,23.0085095,571.7992553710938,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T014,准备装载,1795.8217539638572,2125.821753963857,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T014,爬升,2125.821753963857,2180.9980580816955,109.2308517,23.0085095,127.7,109.2308517,23.0085095,293.2289123535156,14.0,linear_in_lon_lat_altitude
T014,巡航,2180.9980580816955,2656.4268049381153,109.2308517,23.0085095,293.2289123535156,109.2541424,23.0552989,293.2289123535156,14.0,linear_in_lon_lat_altitude
T014,下降,2656.4268049381153,2681.7183698795216,109.2541424,23.0552989,293.2289123535156,109.2541424,23.0552989,230.0,14.0,linear_in_lon_lat_altitude
T014,交接,2681.7183698795216,2861.7183698795216,109.2541424,23.0552989,230.0,109.2541424,23.0552989,230.0,14.0,linear_in_lon_lat_altitude
T014,爬升,2861.7183698795216,2882.7946739973604,109.2541424,23.0552989,230.0,109.2541424,23.0552989,293.2289123535156,0.0,linear_in_lon_lat_altitude
T014,巡航,2882.7946739973604,3358.22342085378,109.2541424,23.0552989,293.2289123535156,109.2308517,23.0085095,293.2289123535156,0.0,linear_in_lon_lat_altitude
T014,下降,3358.22342085378,3424.4349857951865,109.2308517,23.0085095,293.2289123535156,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T015,准备装载,2173.812384815261,2683.812384815261,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,67.0,linear_in_lon_lat_altitude
T015,爬升,2683.812384815261,2857.454040088698,109.2308517,23.0085095,127.7,109.2308517,23.0085095,561.8041381835938,67.0,linear_in_lon_lat_altitude
T015,巡航,2857.454040088698,3341.6659905257984,109.2308517,23.0085095,561.8041381835938,109.1688578,23.0402714,561.8041381835938,67.0,linear_in_lon_lat_altitude
T015,下降,3341.6659905257984,3453.3180596175953,109.1688578,23.0402714,561.8041381835938,109.1688578,23.0402714,338.5,67.0,linear_in_lon_lat_altitude
T015,交接,3453.3180596175953,3885.3180596175953,109.1688578,23.0402714,338.5,109.1688578,23.0402714,338.5,67.0,linear_in_lon_lat_altitude
T015,爬升,3885.3180596175953,3974.639714891033,109.1688578,23.0402714,338.5,109.1688578,23.0402714,561.8041381835938,0.0,linear_in_lon_lat_altitude
T015,巡航,3974.639714891033,4458.851665328133,109.1688578,23.0402714,561.8041381835938,109.2308517,23.0085095,561.8041381835938,0.0,linear_in_lon_lat_altitude
T015,下降,4458.851665328133,4675.90373441993,109.2308517,23.0085095,561.8041381835938,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T016,准备装载,2278.0703326671837,2608.0703326671837,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T016,爬升,2608.0703326671837,2663.9575844575484,109.2308517,23.0085095,127.7,109.2308517,23.0085095,295.36175537109375,14.0,linear_in_lon_lat_altitude
T016,巡航,2663.9575844575484,2897.9637705143523,109.2308517,23.0085095,295.36175537109375,109.2203356,23.0319231,295.36175537109375,14.0,linear_in_lon_lat_altitude
T016,下降,2897.9637705143523,2931.2684726627895,109.2203356,23.0319231,295.36175537109375,109.2203356,23.0319231,212.1,14.0,linear_in_lon_lat_altitude
T016,交接,2931.2684726627895,3111.2684726627895,109.2203356,23.0319231,212.1,109.2203356,23.0319231,212.1,14.0,linear_in_lon_lat_altitude
T016,爬升,3111.2684726627895,3139.022391119821,109.2203356,23.0319231,212.1,109.2203356,23.0319231,295.36175537109375,0.0,linear_in_lon_lat_altitude
T016,巡航,3139.022391119821,3373.028577176625,109.2203356,23.0319231,295.36175537109375,109.2308517,23.0085095,295.36175537109375,0.0,linear_in_lon_lat_altitude
T016,下降,3373.028577176625,3440.093279325062,109.2308517,23.0085095,295.36175537109375,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T017,准备装载,2714.136684334318,3044.136684334318,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T017,爬升,3044.136684334318,3092.5888877034586,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,14.0,linear_in_lon_lat_altitude
T017,巡航,3092.5888877034586,3347.0871246633337,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,14.0,linear_in_lon_lat_altitude
T017,下降,3347.0871246633337,3382.7097687063024,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T017,交接,3382.7097687063024,3562.7097687063024,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T017,爬升,3562.7097687063024,3592.3953054087765,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T017,巡航,3592.3953054087765,3846.8935423686517,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T017,下降,3846.8935423686517,3905.0361864116203,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T018,准备装载,3165.680668264692,3495.680668264692,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T018,爬升,3495.680668264692,3544.1328716338326,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,14.0,linear_in_lon_lat_altitude
T018,巡航,3544.1328716338326,3798.6311085937077,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,14.0,linear_in_lon_lat_altitude
T018,下降,3798.6311085937077,3834.2537526366764,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T018,交接,3834.2537526366764,4014.2537526366764,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T018,爬升,4014.2537526366764,4043.9392893391505,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T018,巡航,4043.9392893391505,4298.437526299025,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T018,下降,4298.437526299025,4356.580170341995,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T019,准备装载,3305.1359822126738,3635.1359822126738,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T019,爬升,3635.1359822126738,3683.5881855818143,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,14.0,linear_in_lon_lat_altitude
T019,巡航,3683.5881855818143,3887.1867751497143,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,14.0,linear_in_lon_lat_altitude
T019,下降,3887.1867751497143,3922.809419192683,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T019,交接,3922.809419192683,4102.809419192683,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T019,爬升,4102.809419192683,4132.494955895158,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T019,巡航,4132.494955895158,4336.093545463057,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T019,下降,4336.093545463057,4394.236189506026,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T020,准备装载,3313.2126758462746,3643.2126758462746,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T020,爬升,3643.2126758462746,3691.664879215415,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,14.0,linear_in_lon_lat_altitude
T020,巡航,3691.664879215415,3895.263468783315,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,14.0,linear_in_lon_lat_altitude
T020,下降,3895.263468783315,3930.886112826284,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T020,交接,3930.886112826284,4110.886112826284,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T020,爬升,4110.886112826284,4140.571649528758,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T020,巡航,4140.571649528758,4344.170239096658,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T020,下降,4344.170239096658,4402.312883139626,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T021,准备装载,3424.4349857951865,3754.4349857951865,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
T021,爬升,3754.4349857951865,3802.887189164327,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219,14.0,linear_in_lon_lat_altitude
T021,巡航,3802.887189164327,4057.3854261242022,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219,14.0,linear_in_lon_lat_altitude
T021,下降,4057.3854261242022,4093.008070167171,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T021,交接,4093.008070167171,4273.00807016717,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0,14.0,linear_in_lon_lat_altitude
T021,爬升,4273.00807016717,4302.693606869645,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219,0.0,linear_in_lon_lat_altitude
T021,巡航,4302.693606869645,4557.19184382952,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219,0.0,linear_in_lon_lat_altitude
T021,下降,4557.19184382952,4615.334487872489,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7,0.0,linear_in_lon_lat_altitude
T022,准备装载,3665.9646704365687,3995.9646704365687,109.2308517,23.0085095,127.7,109.2308517,23.0085095,127.7,14.0,linear_in_lon_lat_altitude
